Region,Province,year,GDP: Industry,GDP,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Latitude,Longitude
Anshan,Liaoning,2020,Tertiary Industry,92.2,5215.757,13707.82,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,210300,210000,41.1,122.98
Anshan,Liaoning,2020,Total,173.878,5215.757,13707.82,45.6158,51.08646373,340.03,380.8042585,79.31675,84.926,45.188,173.88,0.4,52020,13.70782,4.12239,37979.86878,NA,15.72696,34.80341,11.34597,72.14344031,5.4694,7.42614,NA,NA,NA,NA,7.956,0.305,4.798,0.819,210300,210000,41.1,122.98
Anshun,Guizhou,2016,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",12.87,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,Total,70.135,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,SI - Industry,17.224,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,SI - Construction,5.488,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,Secondary Industry,22.712,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,Primary Industry,12.407,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2016,Tertiary Industry,35.016,NA,8025.65,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,520400,520000,26.25,105.95
Anshun,Guizhou,2017,Primary Industry,13.57,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,Total,80.246,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",14.21,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,SI - Construction,6.407,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,Tertiary Industry,39.894,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,Secondary Industry,26.782,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2017,SI - Industry,20.375,NA,10048.11,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,520400,520000,26.25,105.95
Anshun,Guizhou,2018,Total,84.94,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,SI - Construction,6.841,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,SI - Industry,20.442,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,Tertiary Industry,42.741,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,Secondary Industry,27.283,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",15.591,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2018,Primary Industry,14.916,NA,NA,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,520400,520000,26.25,105.95
Anshun,Guizhou,2019,Total,92.394,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",16.494,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,Tertiary Industry,47.435,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,SI - Construction,NA,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,Primary Industry,15.719,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,Secondary Industry,29.24,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2019,SI - Industry,NA,NA,NA,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,520400,520000,26.25,105.95
Anshun,Guizhou,2020,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,SI - Construction,NA,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,Tertiary Industry,49.781,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,SI - Industry,22.741,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,Primary Industry,17.633,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,Total,96.674,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anshun,Guizhou,2020,Secondary Industry,29.26,NA,NA,55.6757,106.6153394,413.07,790.9954179,53.82395876,54.7054609,22.6477,96.674,3.1,39160.30352,NA,0.07331,33930.00017,NA,6.70299,29.59673,3.34588,49.91623141,6.12615,10.96986,NA,NA,0.136,-1.4752237,NA,NA,NA,NA,520400,520000,26.25,105.95
Anyang,Henan,2016,Primary Industry,21.244,3412.917,27980,8.2617,11.08896411,104.7,140.5280582,16.77,18.2,40.2585,202.98494,8.041557,39602.95386,27.98,NA,28167.60009,76.57,11.74474,29.17332,8.23475,70.11436609,4.23,5.26,NA,NA,NA,NA,3.75104,0.86602,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2016,Tertiary Industry,84.639,3412.917,27980,8.2617,11.08896411,104.7,140.5280582,16.77,18.2,40.2585,202.98494,8.041557,39602.95386,27.98,NA,28167.60009,76.57,11.74474,29.17332,8.23475,70.11436609,4.23,5.26,NA,NA,NA,NA,3.75104,0.86602,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2016,Secondary Industry,97.102,3412.917,27980,8.2617,11.08896411,104.7,140.5280582,16.77,18.2,40.2585,202.98494,8.041557,39602.95386,27.98,NA,28167.60009,76.57,11.74474,29.17332,8.23475,70.11436609,4.23,5.26,NA,NA,NA,NA,3.75104,0.86602,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2016,Total,202.985,3412.917,27980,8.2617,11.08896411,104.7,140.5280582,16.77,18.2,40.2585,202.98494,8.041557,39602.95386,27.98,NA,28167.60009,76.57,11.74474,29.17332,8.23475,70.11436609,4.23,5.26,NA,NA,NA,NA,3.75104,0.86602,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2017,Tertiary Industry,97.232,3670.375,26125.2,8.085,11.3296625,96.77,135.6114625,18.19,20.5,50.1549,224.9854,7.200724,43846.11937,27.829,0.85678,30421.008,84.486,12.955,25.83,9.293,71.73292165,5.83,6.82,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2017,Total,224.985,3670.375,26125.2,8.085,11.3296625,96.77,135.6114625,18.19,20.5,50.1549,224.9854,7.200724,43846.11937,27.829,0.85678,30421.008,84.486,12.955,25.83,9.293,71.73292165,5.83,6.82,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2017,Primary Industry,19.361,3670.375,26125.2,8.085,11.3296625,96.77,135.6114625,18.19,20.5,50.1549,224.9854,7.200724,43846.11937,27.829,0.85678,30421.008,84.486,12.955,25.83,9.293,71.73292165,5.83,6.82,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2017,Secondary Industry,108.392,3670.375,26125.2,8.085,11.3296625,96.77,135.6114625,18.19,20.5,50.1549,224.9854,7.200724,43846.11937,27.829,0.85678,30421.008,84.486,12.955,25.83,9.293,71.73292165,5.83,6.82,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2018,Primary Industry,20,4408.087,16293,10.7763,14.58863091,91.34,123.6195221,25.79,29.229,42.6397,239.3224,6.7,46443.24,16.293,0.895,32702.58,NA,15.41,36.14,11.7,75.92472421,12.82,13.33,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2018,Total,214.2,4408.087,16293,10.7763,14.58863091,91.34,123.6195221,25.79,29.229,42.6397,239.3224,6.7,46443.24,16.293,0.895,32702.58,NA,15.41,36.14,11.7,75.92472421,12.82,13.33,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2018,Secondary Industry,98.3,4408.087,16293,10.7763,14.58863091,91.34,123.6195221,25.79,29.229,42.6397,239.3224,6.7,46443.24,16.293,0.895,32702.58,NA,15.41,36.14,11.7,75.92472421,12.82,13.33,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2018,Tertiary Industry,95.9,4408.087,16293,10.7763,14.58863091,91.34,123.6195221,25.79,29.229,42.6397,239.3224,6.7,46443.24,16.293,0.895,32702.58,NA,15.41,36.14,11.7,75.92472421,12.82,13.33,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2019,Total,219.304,5156.275,17347.75,13.8761,18.46822222,107.33,142.8411605,30.93398,34.61,40.56,222.929458,2.7,43002.4498,17.348,NA,34959,NA,16.41,40.45206,12.14,73.97928093,12.4,14.04,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2019,Tertiary Industry,100.875,5156.275,17347.75,13.8761,18.46822222,107.33,142.8411605,30.93398,34.61,40.56,222.929458,2.7,43002.4498,17.348,NA,34959,NA,16.41,40.45206,12.14,73.97928093,12.4,14.04,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2019,Secondary Industry,98.63,5156.275,17347.75,13.8761,18.46822222,107.33,142.8411605,30.93398,34.61,40.56,222.929458,2.7,43002.4498,17.348,NA,34959,NA,16.41,40.45206,12.14,73.97928093,12.4,14.04,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2019,Primary Industry,19.8,5156.275,17347.75,13.8761,18.46822222,107.33,142.8411605,30.93398,34.61,40.56,222.929458,2.7,43002.4498,17.348,NA,34959,NA,16.41,40.45206,12.14,73.97928093,12.4,14.04,NA,NA,NA,NA,NA,NA,NA,NA,410500,410000,36.1,114.365
Anyang,Henan,2020,Total,227.548,5345.994,20192,16.7074,22.83195159,118.38,161.7976008,38.43494,44.701,40.5474,230.0475933,3.254764,42185.41114,20.192,0.918,35344,NA,17.48,43.11,12.56,71.85354691,14.93,20,NA,NA,NA,NA,0.87,-1.403,7.422,5.893,410500,410000,36.1,114.365
Anyang,Henan,2020,Primary Industry,23.901,5345.994,20192,16.7074,22.83195159,118.38,161.7976008,38.43494,44.701,40.5474,230.0475933,3.254764,42185.41114,20.192,0.918,35344,NA,17.48,43.11,12.56,71.85354691,14.93,20,NA,NA,NA,NA,0.87,-1.403,7.422,5.893,410500,410000,36.1,114.365
Anyang,Henan,2020,Secondary Industry,98.219,5345.994,20192,16.7074,22.83195159,118.38,161.7976008,38.43494,44.701,40.5474,230.0475933,3.254764,42185.41114,20.192,0.918,35344,NA,17.48,43.11,12.56,71.85354691,14.93,20,NA,NA,NA,NA,0.87,-1.403,7.422,5.893,410500,410000,36.1,114.365
Anyang,Henan,2020,Tertiary Industry,105.428,5345.994,20192,16.7074,22.83195159,118.38,161.7976008,38.43494,44.701,40.5474,230.0475933,3.254764,42185.41114,20.192,0.918,35344,NA,17.48,43.11,12.56,71.85354691,14.93,20,NA,NA,NA,NA,0.87,-1.403,7.422,5.893,410500,410000,36.1,114.365
Baicheng,Jilin,2016,Primary Industry,10.971,3917.58,2412.23,12.846,21.20689668,213.94,351.8431203,8.994,NA,19.8215,70.01392,2.8,35892,2.41223,0.132,21090,23.26,4.22,21.29,2.149,50.92417062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2016,Secondary Industry,31.224,3917.58,2412.23,12.846,21.20689668,213.94,351.8431203,8.994,NA,19.8215,70.01392,2.8,35892,2.41223,0.132,21090,23.26,4.22,21.29,2.149,50.92417062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2016,Tertiary Industry,27.82,3917.58,2412.23,12.846,21.20689668,213.94,351.8431203,8.994,NA,19.8215,70.01392,2.8,35892,2.41223,0.132,21090,23.26,4.22,21.29,2.149,50.92417062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2016,Total,70.014,3917.58,2412.23,12.846,21.20689668,213.94,351.8431203,8.994,NA,19.8215,70.01392,2.8,35892,2.41223,0.132,21090,23.26,4.22,21.29,2.149,50.92417062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2017,Primary Industry,10.827,3474.928,2982.76,16.2629,24.88707219,242.25,370.7751576,10.055,10.7170213,16.1856,61.82796,4.7,32168,2.98276,0.0963,22461,25.02,4.15,25.64,2.175,52.40963855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2017,Tertiary Industry,28.258,3474.928,2982.76,16.2629,24.88707219,242.25,370.7751576,10.055,10.7170213,16.1856,61.82796,4.7,32168,2.98276,0.0963,22461,25.02,4.15,25.64,2.175,52.40963855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2017,Secondary Industry,22.743,3474.928,2982.76,16.2629,24.88707219,242.25,370.7751576,10.055,10.7170213,16.1856,61.82796,4.7,32168,2.98276,0.0963,22461,25.02,4.15,25.64,2.175,52.40963855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2017,Total,61.828,3474.928,2982.76,16.2629,24.88707219,242.25,370.7751576,10.055,10.7170213,16.1856,61.82796,4.7,32168,2.98276,0.0963,22461,25.02,4.15,25.64,2.175,52.40963855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2018,Tertiary Industry,28.944,3081.633,3085.05,18.5075,18.50752667,273.19,222.53281,11.225,11.3243734,15.1717,60.651,2.1,31849,3.08505,0.1055597,23539,NA,4.11,27.09,2.083,50.68126521,0.9342,0.43019,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2018,Primary Industry,11.727,3081.633,3085.05,18.5075,18.50752667,273.19,222.53281,11.225,11.3243734,15.1717,60.651,2.1,31849,3.08505,0.1055597,23539,NA,4.11,27.09,2.083,50.68126521,0.9342,0.43019,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2018,Total,60.651,3081.633,3085.05,18.5075,18.50752667,273.19,222.53281,11.225,11.3243734,15.1717,60.651,2.1,31849,3.08505,0.1055597,23539,NA,4.11,27.09,2.083,50.68126521,0.9342,0.43019,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2018,Secondary Industry,19.98,3081.633,3085.05,18.5075,18.50752667,273.19,222.53281,11.225,11.3243734,15.1717,60.651,2.1,31849,3.08505,0.1055597,23539,NA,4.11,27.09,2.083,50.68126521,0.9342,0.43019,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2019,Total,49.155,3767.692,2038.76,25.0084,25.00841209,279.47,279.449875,12.293,NA,17.5967,49.15546,0,25980,2.03876,0.113,25631,NA,4.399,24.999,1.656,37.6449193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2019,Primary Industry,12.418,3767.692,2038.76,25.0084,25.00841209,279.47,279.449875,12.293,NA,17.5967,49.15546,0,25980,2.03876,0.113,25631,NA,4.399,24.999,1.656,37.6449193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2019,Tertiary Industry,28.698,3767.692,2038.76,25.0084,25.00841209,279.47,279.449875,12.293,NA,17.5967,49.15546,0,25980,2.03876,0.113,25631,NA,4.399,24.999,1.656,37.6449193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2019,Secondary Industry,8.04,3767.692,2038.76,25.0084,25.00841209,279.47,279.449875,12.293,NA,17.5967,49.15546,0,25980,2.03876,0.113,25631,NA,4.399,24.999,1.656,37.6449193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2020,Total,51.018,3646.887,1403.9,24.9364,24.93638009,311.88,311.8901692,12.722,13.9,14.5507,51.01783,1.4,27230,1.4039,0.224,26668,NA,4.079,28.033,1.333,32.67957833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2020,Tertiary Industry,28.192,3646.887,1403.9,24.9364,24.93638009,311.88,311.8901692,12.722,13.9,14.5507,51.01783,1.4,27230,1.4039,0.224,26668,NA,4.079,28.033,1.333,32.67957833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2020,Primary Industry,14.493,3646.887,1403.9,24.9364,24.93638009,311.88,311.8901692,12.722,13.9,14.5507,51.01783,1.4,27230,1.4039,0.224,26668,NA,4.079,28.033,1.333,32.67957833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baicheng,Jilin,2020,Secondary Industry,8.333,3646.887,1403.9,24.9364,24.93638009,311.88,311.8901692,12.722,13.9,14.5507,51.01783,1.4,27230,1.4039,0.224,26668,NA,4.079,28.033,1.333,32.67957833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220800,220000,45.6196,122.8387
Baise,Guangxi,2016,Primary Industry,18.225,3951.53,8172.5,22.8904,30.871417,62.78,84.64226579,25.507,26.118,23.3572,111.4309384,8.8,30881,8.1725,2.00104,26919,50.874,7.948,34.028,4.729,59.49924509,2.84,2.868,NA,NA,1.486695,NA,4.24883,NA,NA,NA,451000,450000,23.9022,106.6184
