Region,Province,year,GDP: Industry,GDP,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Longitude,Latitude,Post Code
NA,Tianjin,2019,SI - Industry,437.227,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2018,NA,1336.292,30.52,171.6460626,104.8433,589.6443857,407.836,415.85,67.8741,1336.292,3.6,120710.8,242.44892,122.511,42976.25264,696.271,210.62397,310.31579,162.48898,77.14648053,116.04537,165.26792,125.43,45.973,23.10262668,2.370094284,8.3,2.513,61.298,59.338,      120000,120000,15907.004,245849.08,117.2,39.12,300000
NA,Tianjin,2016,Primary Industry,16.846,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2018,SI - Industry,427.691,30.52,171.6460626,104.8433,589.6443857,407.836,415.85,67.8741,1336.292,3.6,120710.8,242.44892,122.511,42976.25264,696.271,210.62397,310.31579,162.48898,77.14648053,116.04537,165.26792,125.43,45.973,23.10262668,2.370094284,8.3,2.513,61.298,59.338,      120000,120000,15907.004,245849.08,117.2,39.12,300000
NA,Tianjin,2016,Secondary Industry,436.797,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2016,SI - Industry,377.304,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2018,Tertiary Industry,835.232,30.52,171.6460626,104.8433,589.6443857,407.836,415.85,67.8741,1336.292,3.6,120710.8,242.44892,122.511,42976.25264,696.271,210.62397,310.31579,162.48898,77.14648053,116.04537,165.26792,125.43,45.973,23.10262668,2.370094284,8.3,2.513,61.298,59.338,      120000,120000,15907.004,245849.08,117.2,39.12,300000
NA,Tianjin,2016,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",22.205,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2019,Primary Industry,18.541,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2017,Secondary Industry,456.406,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
NA,Tianjin,2016,Tertiary Industry,694.077,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2019,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",19.179,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2019,Tertiary Industry,892.287,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2020,Secondary Industry,491.177,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2020,SI - Industry,429.638,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2020,Tertiary Industry,888.588,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2020,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",21.833,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2017,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",17.4,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
NA,Tianjin,2018,SI - Construction,67.407,30.52,171.6460626,104.8433,589.6443857,407.836,415.85,67.8741,1336.292,3.6,120710.8,242.44892,122.511,42976.25264,696.271,210.62397,310.31579,162.48898,77.14648053,116.04537,165.26792,125.43,45.973,23.10262668,2.370094284,8.3,2.513,61.298,59.338,      120000,120000,15907.004,245849.08,117.2,39.12,300000
NA,Tianjin,2019,SI - Construction,69.376,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2019,Secondary Industry,494.718,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2020,SI - Construction,71.43,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2019,NA,1405.546,35.1617,163.2574225,109.1598,506.8345661,495.92986,505.413,67.7899,1410.428,4.8,90370.63,272.78199,106.645,46118.88892,439.427,241.041,355.57052,163.43537,67.80397111,143.07915,227.62925,146.36,31.2455,33.77866364,6.18013224,8.6,-6.066,81.8,69.197,      120000,120000,15423.369,272781.99,117.2,39.12,300000
NA,Tianjin,2017,SI - Construction,70.403,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
NA,Tianjin,2020,Primary Industry,21.034,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2017,SI - Industry,394.248,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
NA,Tianjin,2020,NA,1400.799,45.2167,178.0651882,171.7329,676.2908221,636.82,684.11,61.0228,1408.373,1.5,101614.21,260.85378,105.931421,47658.50322,418.813,192.30531,315.13671,150.00801,78.00513153,91.1931,199.71032,164.547,14.159974,41.84519689,6.980937386,20.2,-0.07,120.708,101.358,      120000,120000,16391.497,260853.78,117.2,39.12,300000
NA,Tianjin,2017,NA,1245.056,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
NA,Tianjin,2016,SI - Construction,71.084,16.2856,121.8215861,63.18,472.5784901,291.274,295.55,73.6195,1788.539,9.1,115053,230.00107,102.651,37109.57286,680.513,272.3499,369.94261,162.42214,59.63730481,91.87961,69.71366,113.54,48.565,43.5727734,12.3579834,35,31.5,1.4,1.4,      120000,120000,12869.799,230001,117.2,39.12,300000
NA,Tianjin,2017,Tertiary Industry,771.754,18.4589,122.4851824,67.31,446.6131004,342.398,346.25,70.3831,1854.919,3.6414,118943.5683,223.33936,112.945,40277.53931,686.398,231.03552,328.25404,161.19575,69.77098154,122.95012,129.11151,66.9,-8.329,36.55183672,14.15426112,21,17.3,29.7,29.7,      120000,120000,15138.673,223339.36,117.2,39.12,300000
Nanchang,Jiangxi,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,"Agriculture, Forestry, Animal Husbandry and Fishery (Incl. Services)",NA,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2016,Tertiary Industry,183.449,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.93,28.55,330200
Nanchang,Jiangxi,2016,Tertiary Industry,183.449,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.85,28.68,330000
Nanchang,Jiangxi,2016,Secondary Industry,212.27,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.93,28.55,330200
Nanchang,Jiangxi,2016,Secondary Industry,212.27,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.85,28.68,330000
Nanchang,Jiangxi,2019,Secondary Industry,260.805,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,Secondary Industry,260.805,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2016,SI - Construction,59.931,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.93,28.55,330200
Nanchang,Jiangxi,2016,SI - Construction,59.931,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.85,28.68,330000
Nanchang,Jiangxi,2019,Tertiary Industry,271.569,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,Tertiary Industry,271.569,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2019,SI - Industry,NA,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,SI - Industry,NA,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2018,NA,511.933,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,NA,511.933,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2019,NA,553.666,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,NA,553.666,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2018,Tertiary Industry,249.584,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,Tertiary Industry,249.584,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2018,SI - Industry,186.409,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,SI - Industry,186.409,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2018,SI - Construction,79.683,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,SI - Construction,79.683,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2018,Secondary Industry,243.281,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,Secondary Industry,243.281,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2017,SI - Industry,183.15,13.6679,37.24838983,74.71,203.6151002,68.383,72.838,63.8596,500.31896,9,88967,79.06914,9.841,37675.47759,NA,41.708,65.312,32.62,78.21041527,49.592,52.365,NA,NA,4.299,3.943,NA,NA,NA,NA,360100,360000,8106.44,79069.14,115.93,28.55,330200
Nanchang,Jiangxi,2017,SI - Industry,183.15,13.6679,37.24838983,74.71,203.6151002,68.383,72.838,63.8596,500.31896,9,88967,79.06914,9.841,37675.47759,NA,41.708,65.312,32.62,78.21041527,49.592,52.365,NA,NA,4.299,3.943,NA,NA,NA,NA,360100,360000,8106.44,79069.14,115.85,28.68,330000
Nanchang,Jiangxi,2018,Primary Industry,19.068,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.93,28.55,330200
Nanchang,Jiangxi,2018,Primary Industry,19.068,14.526,40.93326276,77.42,218.1675528,76.62,84.09,61.3695,527.46716,8.9,95825,89.04296,11.95687,40844,NA,46.175,75.241,37.15,80.45479155,52.401,53.941,NA,NA,8.3750951,7.9050951,NA,NA,NA,NA,360100,360000,8275.872,89042.96,115.85,28.68,330000
Nanchang,Jiangxi,2019,Primary Industry,21.292,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,Primary Industry,21.292,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2020,Secondary Industry,267.689,19.7147,65.77578606,101.79,339.619897,113.271,129.953,57.735,574.551,3.6,92697.38282,97.15664,16.615,46796.49919,NA,48.386,83.807,37.02,76.50973422,62.6,61.88,NA,NA,10.0073471,6.0893471,NA,NA,NA,NA,360100,360000,10865.646,NA,115.93,28.55,330200
Nanchang,Jiangxi,2020,Secondary Industry,267.689,19.7147,65.77578606,101.79,339.619897,113.271,129.953,57.735,574.551,3.6,92697.38282,97.15664,16.615,46796.49919,NA,48.386,83.807,37.02,76.50973422,62.6,61.88,NA,NA,10.0073471,6.0893471,NA,NA,NA,NA,360100,360000,10865.646,NA,115.85,28.68,330000
Nanchang,Jiangxi,2019,SI - Construction,NA,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.93,28.55,330200
Nanchang,Jiangxi,2019,SI - Construction,NA,15.054,43.70241108,92.55,268.781043,84.245,100.821,57.0764,559.618,8,100415,91.30359,15.38172,44136.01046,NA,47.608,83.411,37.84,79.48243993,42.991,47.337,NA,NA,9.0798738,6.2465113,NA,NA,NA,NA,360100,360000,9354.759,91303.59,115.85,28.68,330000
Nanchang,Jiangxi,2017,Tertiary Industry,207.506,13.6679,37.24838983,74.71,203.6151002,68.383,72.838,63.8596,500.31896,9,88967,79.06914,9.841,37675.47759,NA,41.708,65.312,32.62,78.21041527,49.592,52.365,NA,NA,4.299,3.943,NA,NA,NA,NA,360100,360000,8106.44,79069.14,115.93,28.55,330200
Nanchang,Jiangxi,2017,Tertiary Industry,207.506,13.6679,37.24838983,74.71,203.6151002,68.383,72.838,63.8596,500.31896,9,88967,79.06914,9.841,37675.47759,NA,41.708,65.312,32.62,78.21041527,49.592,52.365,NA,NA,4.299,3.943,NA,NA,NA,NA,360100,360000,8106.44,79069.14,115.85,28.68,330000
Nanchang,Jiangxi,2020,SI - Industry,188.181,19.7147,65.77578606,101.79,339.619897,113.271,129.953,57.735,574.551,3.6,92697.38282,97.15664,16.615,46796.49919,NA,48.386,83.807,37.02,76.50973422,62.6,61.88,NA,NA,10.0073471,6.0893471,NA,NA,NA,NA,360100,360000,10865.646,NA,115.93,28.55,330200
Nanchang,Jiangxi,2020,SI - Industry,188.181,19.7147,65.77578606,101.79,339.619897,113.271,129.953,57.735,574.551,3.6,92697.38282,97.15664,16.615,46796.49919,NA,48.386,83.807,37.02,76.50973422,62.6,61.88,NA,NA,10.0073471,6.0893471,NA,NA,NA,NA,360100,360000,10865.646,NA,115.85,28.68,330000
Nanchang,Jiangxi,2016,NA,413.749,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.93,28.55,330200
Nanchang,Jiangxi,2016,NA,413.749,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.85,28.68,330000
Nanchang,Jiangxi,2016,Primary Industry,18.03,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.93,28.55,330200
Nanchang,Jiangxi,2016,Primary Industry,18.03,13.4466,33.57099501,84.86,211.8615786,58.56,64.273,68.434,435.49927,9.6,82472,67.4598,9.38,34618.65073,161.15,40.218,58.769,31.87,79.24312497,28.53,26.19,NA,NA,5.0913625,3.9413625,NA,NA,NA,NA,360100,360000,7706.802,67459.8,115.85,28.68,330000
