Region,Province,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",year,Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,GDP: Industry,GDP,Longitude,Latitude,Post Code
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Total,157.866,115.03,35.77,457000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Total,157.866,115.02,35.7,457100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Total,157.866,115.63,34.38,476000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Primary Industry,19.312,113.4,34.78,450100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Primary Industry,19.312,115.03,35.77,457000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Primary Industry,19.312,115.02,35.7,457100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Primary Industry,19.312,115.63,34.38,476000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Secondary Industry,56.764,113.4,34.78,450100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Secondary Industry,56.764,115.03,35.77,457000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Secondary Industry,56.764,115.02,35.7,457100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Secondary Industry,56.764,115.63,34.38,476000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Tertiary Industry,81.79,113.4,34.78,450100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Tertiary Industry,81.79,115.03,35.77,457000
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Tertiary Industry,81.79,115.02,35.7,457100
Puyang,Henan,7.2899,17.63115853,139.23,139.9057841,11.52883,13.56072,28.7119,158.1487714,6.8,43809.80083,24.063,1.216,33277,NA,10.04761,34.99458,7.32238,72.8768334,9.85741,11.80428,NA,NA,0.0030717,NA,2.82534,1.58533,4.68425,3.93157,2019,410900,410000,5279.693,24062.98,Tertiary Industry,81.79,115.63,34.38,476000
Puyang,Henan,28.69,42.31996949,292.1,430.8762161,54.209,57.052,36.4308,188.953,4.9,50475,23.577,2.932,37402.4,NA,11.67166,32.03785,7.745,66.35731336,6.462,14.82,NA,NA,0.7433312,-0.0465747,3.78,NA,11.58,NA,2022,410900,410000,NA,NA,NA,NA,113.4,34.78,450100
Puyang,Henan,28.69,42.31996949,292.1,430.8762161,54.209,57.052,36.4308,188.953,4.9,50475,23.577,2.932,37402.4,NA,11.67166,32.03785,7.745,66.35731336,6.462,14.82,NA,NA,0.7433312,-0.0465747,3.78,NA,11.58,NA,2022,410900,410000,NA,NA,NA,NA,115.03,35.77,457000
Puyang,Henan,28.69,42.31996949,292.1,430.8762161,54.209,57.052,36.4308,188.953,4.9,50475,23.577,2.932,37402.4,NA,11.67166,32.03785,7.745,66.35731336,6.462,14.82,NA,NA,0.7433312,-0.0465747,3.78,NA,11.58,NA,2022,410900,410000,NA,NA,NA,NA,115.02,35.7,457100
Puyang,Henan,28.69,42.31996949,292.1,430.8762161,54.209,57.052,36.4308,188.953,4.9,50475,23.577,2.932,37402.4,NA,11.67166,32.03785,7.745,66.35731336,6.462,14.82,NA,NA,0.7433312,-0.0465747,3.78,NA,11.58,NA,2022,410900,410000,NA,NA,NA,NA,115.63,34.38,476000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Total,165.447,113.4,34.78,450100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Total,165.447,115.03,35.77,457000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Total,165.447,115.02,35.7,457100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Total,165.447,115.63,34.38,476000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Primary Industry,16.393,113.4,34.78,450100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Primary Industry,16.393,115.03,35.77,457000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Primary Industry,16.393,115.02,35.7,457100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Primary Industry,16.393,115.63,34.38,476000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Secondary Industry,83.753,113.4,34.78,450100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Secondary Industry,83.753,115.03,35.77,457000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Secondary Industry,83.753,115.02,35.7,457100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Secondary Industry,83.753,115.63,34.38,476000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Tertiary Industry,65.301,113.4,34.78,450100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Tertiary Industry,65.301,115.03,35.77,457000
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Tertiary Industry,65.301,115.02,35.7,457100
Puyang,Henan,6.4174,16.05946434,99.86,119.3563007,10.61737,12.583,29.5604,165.4471,5.8,45644.33,19.395,1.163,31042.37,NA,9.16555,31.00622,6.77469,73.91471325,13.08918,13.79085,NA,NA,0.0248269,NA,2.01766,1.04713,3.0368,2.88,2018,410900,410000,4869.651,19395,Tertiary Industry,65.301,115.63,34.38,476000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Total,162.051,113.4,34.78,450100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Total,162.051,115.03,35.77,457000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Total,162.051,115.02,35.7,457100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Total,162.051,115.63,34.38,476000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Primary Industry,22.035,113.4,34.78,450100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Primary Industry,22.035,115.03,35.77,457000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Primary Industry,22.035,115.02,35.7,457100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Primary Industry,22.035,115.63,34.38,476000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Secondary Industry,57.754,113.4,34.78,450100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Secondary Industry,57.754,115.03,35.77,457000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Secondary Industry,57.754,115.02,35.7,457100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Secondary Industry,57.754,115.63,34.38,476000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Tertiary Industry,82.262,113.4,34.78,450100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Tertiary Industry,82.262,115.03,35.77,457000
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Tertiary Industry,82.262,115.02,35.7,457100
Puyang,Henan,21.3685,34.21969492,164.83,263.9669989,35.25783,39.67904,29.0078,164.9987414,2.967734,43908.33504,28.006,1.258,33643.49881,NA,10.34191,35.65215,7.18235,69.44897026,11.04144,15.96665,NA,NA,0.885,-0.105,2.699,1.21604,7.19532,6.2659,2020,410900,410000,5409.544,28006,Tertiary Industry,82.262,115.63,34.38,476000
Qiandongnan,Guizhou,48.8536,68.28019516,466.79,652.4047272,58.21,59.682,13.4474,119.152,4.5,31718.88726,NA,0.0972,34520,NA,6.24731,46.45739,4.10771,65.75165951,6.18927,14.23788,NA,NA,0.22972,0.17972,1.14874,-4.47116,9.52619,7.88374,2020,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,46.8699,72.08327182,267.39,411.2351332,44.01314,49.437,29.3376,93.905,13.3,26857.62499,NA,0.02616,25282,21.461,11.06753,37.72468,6.90998,62.43470765,5.39029,5.77583,NA,NA,1.4645,1.0354,10.00147,-0.13697,5.4505,0.17396,2016,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,53.9754,75.69139732,419.22,587.8892718,67.741,69.391,14.9188,125.50346,5.1563,33464,NA,0.07687,37425,NA,6.87643,46.09228,4.02995,58.60526465,8.44747,13.49824,NA,NA,NA,NA,5.495,1.32,10.908,8.245,2021,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,44.8907,63.83651383,488.31,694.3978994,50.414,52.248,12.4089,112.304,8.4,31678,NA,0.11792,32752,NA,6.07607,48.96529,4.22008,69.45410438,4.23149,2.78113,NA,NA,0.4091584,-0.6108416,7.58417,3.66794,4.05162,-0.04042,2019,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,43.3886,70.45455613,331.89,538.930082,42.18155,49.62339,21.5548,97.218,5.2,27654,9.02038,0.05449,27659,NA,8.65554,40.15601,5.60924,64.80519991,4.04079,4.20947,NA,NA,0.4,-0.9798,3.03006,0.43134,3.18746,0.21236,2017,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,57.2375,81.63665967,466.96,666.0109268,74.01261802,76.410832,15.9342,129.308,2.3,34613,NA,0.142,39299,NA,6.49,40.73,3.08,47.45762712,9,12.68,NA,NA,NA,NA,7.237,0.75,7.795,5.959,2022,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qiandongnan,Guizhou,40.0031,60.6711636,392.76,595.6859693,41.468,43.112,16.4393,103.662,7.9,29358,8.72304,0.07651,30130,NA,6.63782,40.37773,4.52536,68.17539493,3.84297,3.30021,NA,NA,NA,NA,6.05927,-0.29061,1.35594,-0.19862,2018,522600,520000,NA,NA,NA,NA,NA,NA,NA
Qianjiang,Chongqing,20.9468,32.41681137,60.94,94.31137345,5.18,5.21,38.76,24.72935,7.4,51439,1.88825,NA,32435,NA,2.521,6.504,1.906,75.60491868,0.555,1.1,NA,NA,0.7351121,0.4351121,NA,NA,NA,NA,2018,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,26.8912,126.8767779,73.73,348.0097302,6.17,6.2,35.21,22.94432,3,47318,1.193,0.008,35322,NA,2.259,6.414,1.755,77.68924303,0.92,1.501,NA,NA,0.87998,0.02998,NA,NA,NA,NA,2019,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,21.2,35.03578624,197.59,326.5447189,4.64,4.74,36.61,21.88411,10,47184,2.678,0.02612,27164,9.174,2.146,5.862,1.388,64.67847158,0.178,0.488,NA,NA,0.5814651,NA,NA,NA,NA,NA,2016,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,52.53,133.5751112,143.65,365.2825395,14.795,14.82,40.18,28.167,3.2,57424,1.571,0.026,42809,NA,2.591,6.448,1.57,60.59436511,0.906,2.54,NA,NA,NA,NA,NA,NA,NA,NA,2022,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,29.1643,133.3425417,84.62,386.9628025,7.15,12.98,38.02,24.51627,3.9,50372,1.474,0.017,37335,NA,2.606,6.853,1.733,66.50038373,0.472,1.385,NA,NA,0.938,0.888,NA,NA,NA,NA,2020,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,21.1757,34.66629065,62.19,101.8121952,4.91,4.94,40.07,23.187,5.8,NA,1.809,NA,29812,NA,2.299,5.737,1.615,70.24793388,0.263,0.257,NA,NA,0.6104842,NA,NA,NA,NA,NA,2017,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Chongqing,47.73,136.9192045,105.64,302.5031395,12.933,12.95,46.66,27.09774,7.8,55522,1.68,0.027,40770,NA,2.629,5.635,1.84,69.98858882,1.074,0.922,NA,NA,NA,NA,NA,NA,NA,NA,2021,500114,500000,NA,NA,NA,NA,108.77,29.53,409000
Qianjiang,Hubei,7.4626,26.62927624,61.0956,218.0099524,5.71064,6.15572,25.7211,76.523,-4.615162,79216,3.65359,0.8248,33623,NA,2.13206,8.28915,1.60656,75.35247601,1.518,2.37173,NA,NA,0.45,0.25,NA,NA,NA,NA,2020,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,7.5134,26.47204434,48.36,194.8702615,6.407,7.342,40.26,85.274,12.3,99029,3.83074,1.35,36985,NA,2.691,6.684,2.058,76.47714604,4.164,4.164,NA,NA,0.194,-0.63928,NA,NA,NA,NA,2021,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,6.2275,23.3249821,59.0469,221.1584329,5.06067,5.40935,35.6195,81.26301,7.8882,84119,3.3998,1.127896,34627,NA,2.75016,7.72093,1.99835,72.66304506,1.64753,1.96303,NA,NA,0.41,NA,NA,NA,NA,NA,2019,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,10.67,32.15839657,81.52,245.7190823,9.46,10.244,33.45,88.665,2.6,104842,NA,NA,39167,NA,2.731,8.164,NA,NA,4.608,6.699,NA,NA,NA,NA,NA,NA,NA,NA,2022,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,6.2262,23.15462272,93.47,347.5879261,4.70564,4.90777,36.8622,75.578,8.3,78279,3.061,0.686635,31574,NA,2.58408,7.01011,1.86758,72.27253026,2.39076,2.7121,NA,NA,1.00348,NA,NA,NA,NA,NA,2018,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,5.7072,5.707186021,124.33,124.3249465,3.83443,4.75237,40.6191,67.186,6.9,69731,2.325,0.30803,29284,NA,2.50864,6.17601,1.64153,65.43505644,0.57218,1.06771,NA,NA,0.285,NA,NA,NA,NA,NA,2017,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qianjiang,Hubei,5.0229,5.022866537,NA,103.4513187,3.02472,4.05666,36.6953,60.219,8.1,62728,2.106,0.298658,26985,NA,2.33151,6.35371,1.5455,66.28751324,0.58922,0.75815,NA,NA,0.2,NA,NA,NA,NA,NA,2016,429005,420000,NA,NA,NA,NA,112.88,30.42,433100
Qiannan,Guizhou,73.3914,76.36557029,401.99,418.2801765,75.108,76.089,33.5341,102.339,12.5,31472,20.3532,0.24025,26063,NA,11.00448,32.81582,7.97444,72.46539591,7.67959,8.18935,NA,NA,0.72,NA,14.912,-0.209,NA,NA,2016,522700,520000,NA,NA,NA,NA,107.52,26.27,558000
Qiannan,Guizhou,60.9872,85.88727281,264.28,372.1814482,97.299,98.702,25.1287,159.54,4,45653.95,32.79716,0.25226,35634,NA,11.10514,44.19304,6.21588,55.97299989,24.21369,32.00929,NA,NA,0.113255,-0.59273474,NA,NA,NA,NA,2020,522700,520000,NA,NA,NA,NA,107.52,26.27,558000
Qiannan,Guizhou,50.5998,86.35184662,286.42,488.4453419,70.7,73.773,28.7343,139.724,10.8,39965,20.38155,0.31855,31136,NA,11.92653,41.50622,7.95163,66.67178131,12.77516,12.34032,NA,NA,0.97386,0.85386,7.238,-0.5,NA,NA,2018,522700,520000,NA,NA,NA,NA,107.52,26.27,558000
Qiannan,Guizhou,58.0485,86.02686185,312.9,463.7173434,88.12,91.203,25.6211,151.804,7.9,46047.89711,30.63758,0.35779,33969,NA,11.06524,43.18805,7.07439,63.933452870000004,17.09679,0.23524,NA,NA,0.44,-0.16,11.227,3.131,NA,NA,2019,522700,520000,NA,NA,NA,NA,107.52,26.27,558000
Qiannan,Guizhou,61.772,104.9671444,320.09,543.9104789,71.692,76.165,31.4694,116.059,12.1,35481,14.78637,0.30277,28565,NA,11.9006,37.81642,8.5839,72.12997664,10.49717,10.41016,NA,NA,0.70486974,-0.07260026,9.231,0.743,NA,NA,2017,522700,520000,NA,NA,NA,NA,107.52,26.27,558000
