Region,Province,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance（Special Bond）(CNY,B)","Net Financing（Special Bond）(CNY,B)",year,Statistical_Division_Code,Province.Code,Annual_Real_Estate_Investment,Annual_Avg_Property_Price,GDP: Industry,GDP,Longitude,Latitude,Post Code
Baotou,Inner Mongolia,34.265,42.41196253,376.14,465.5739645,93.01117,96.244,41.6473,271.44692,5.97,93835,22.47554,2.76137,50427,NA,15.18173,36.45308,12.2684,80.81028974,9.52259,9.91229,NA,NA,NA,NA,NA,NA,NA,NA,2019,150200,150000,6523.748,22475.54,Primary Industry,9.64,109.83,40.65,14000
Baotou,Inner Mongolia,34.265,42.41196253,376.14,465.5739645,93.01117,96.244,41.6473,271.44692,5.97,93835,22.47554,2.76137,50427,NA,15.18173,36.45308,12.2684,80.81028974,9.52259,9.91229,NA,NA,NA,NA,NA,NA,NA,NA,2019,150200,150000,6523.748,22475.54,Secondary Industry,106.648,109.83,40.65,14000
Baotou,Inner Mongolia,34.265,42.41196253,376.14,465.5739645,93.01117,96.244,41.6473,271.44692,5.97,93835,22.47554,2.76137,50427,NA,15.18173,36.45308,12.2684,80.81028974,9.52259,9.91229,NA,NA,NA,NA,NA,NA,NA,NA,2019,150200,150000,6523.748,22475.54,Tertiary Industry,155.159,109.83,40.65,14000
Baotou,Inner Mongolia,31.649,36.94599092,387.6309,452.5081383,104.22,107.4,47.9806,329.3,8.5,121331,19.24872,3.741,54448,NA,16.10533,33.56633,12.40651,77.03356591,7.27496,7.17469,NA,NA,NA,NA,12.19787,1.22061,NA,NA,2021,150200,150000,6427.213,19248.72,NA,NA,109.83,40.65,14000
Baotou,Inner Mongolia,21.4907,23.61812211,267.96,294.4886164,83.11802,NA,65.4538,386.763,7.63,136021,18.45728,1.721,40955,NA,27.12122,41.43569,17.30819,63.81788872,3.89735,3.57498,NA,NA,0.025,NA,NA,NA,NA,NA,2016,150200,150000,4563.361,18457.28,Total,386.763,109.83,40.65,14000
Baotou,Inner Mongolia,21.4907,23.61812211,267.96,294.4886164,83.11802,NA,65.4538,386.763,7.63,136021,18.45728,1.721,40955,NA,27.12122,41.43569,17.30819,63.81788872,3.89735,3.57498,NA,NA,0.025,NA,NA,NA,NA,NA,2016,150200,150000,4563.361,18457.28,Primary Industry,9.504,109.83,40.65,14000
Baotou,Inner Mongolia,21.4907,23.61812211,267.96,294.4886164,83.11802,NA,65.4538,386.763,7.63,136021,18.45728,1.721,40955,NA,27.12122,41.43569,17.30819,63.81788872,3.89735,3.57498,NA,NA,0.025,NA,NA,NA,NA,NA,2016,150200,150000,4563.361,18457.28,Secondary Industry,182.215,109.83,40.65,14000
Baotou,Inner Mongolia,21.4907,23.61812211,267.96,294.4886164,83.11802,NA,65.4538,386.763,7.63,136021,18.45728,1.721,40955,NA,27.12122,41.43569,17.30819,63.81788872,3.89735,3.57498,NA,NA,0.025,NA,NA,NA,NA,NA,2016,150200,150000,4563.361,18457.28,Tertiary Industry,195.044,109.83,40.65,14000
Baotou,Inner Mongolia,36.041,43.71776766,447.07,542.2947572,100.45929,103.532,38.2726,278.736,3,102949,24.09353,2.281,50981,NA,14.51783,37.93266,11.15035,76.80452244,7.93843,13.86441,NA,NA,NA,NA,11.1818,3.0352,NA,NA,2020,150200,150000,6351.035,24093.53,Total,278.736,109.83,40.65,14000
Baotou,Inner Mongolia,36.041,43.71776766,447.07,542.2947572,100.45929,103.532,38.2726,278.736,3,102949,24.09353,2.281,50981,NA,14.51783,37.93266,11.15035,76.80452244,7.93843,13.86441,NA,NA,NA,NA,11.1818,3.0352,NA,NA,2020,150200,150000,6351.035,24093.53,Primary Industry,10.523,109.83,40.65,14000
Baotou,Inner Mongolia,36.041,43.71776766,447.07,542.2947572,100.45929,103.532,38.2726,278.736,3,102949,24.09353,2.281,50981,NA,14.51783,37.93266,11.15035,76.80452244,7.93843,13.86441,NA,NA,NA,NA,11.1818,3.0352,NA,NA,2020,150200,150000,6351.035,24093.53,Secondary Industry,115.298,109.83,40.65,14000
Baotou,Inner Mongolia,36.041,43.71776766,447.07,542.2947572,100.45929,103.532,38.2726,278.736,3,102949,24.09353,2.281,50981,NA,14.51783,37.93266,11.15035,76.80452244,7.93843,13.86441,NA,NA,NA,NA,11.1818,3.0352,NA,NA,2020,150200,150000,6351.035,24093.53,Tertiary Industry,152.915,109.83,40.65,14000
Bayannur,Inner Mongolia,36.7599,37.90360197,431.74,445.1633125,27.206,25.688,23.2255,74.01,3.7,43949,3.28652,2.814,28308,22.73,5.72326,24.64211,4.46853,78.07665561,0.54457,0.8423,NA,NA,NA,NA,3.759,0.802,0.779,0.182,2017,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,37.5743,38.55879872,421.17,432.2003512,30.55167,29.057,20.8238,81.31,5.3,48193,4.84858,3.71822,30497,24.16,5.55384,26.67068,4.25407,76.59691313,1.70024,2.21235,NA,NA,NA,NA,NA,NA,NA,NA,2018,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,28.6926,29.59126629,343.96,354.733711,26.26462,23.951,29.6364,91.538,6.95,54480,2.95876,1.994,26259,38.873,6.99542,23.60418,4.85741,69.43700307,0.64052,2.17129,NA,NA,NA,NA,10.73,3.006,1.4,0.411,2016,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,51.4064,53.4426911,720.23,748.7572432,50.51705,51.6,22.0205,98.27,4.3,64144,7.81125,3.614,36350,NA,5.92411,26.90273,4.11858,69.52234175,1.08993,6.02266,NA,NA,NA,NA,8.01436,2.3679,4.435,3.4361,2021,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,49.96,49.96496404,612.1,615.1191827,54.192,54.705,25.114,108.46,2.1,71118,4.2,5.315,38458,NA,7.71,30.7,3.89,50.4539559,1.1,2.26,NA,NA,NA,NA,3.925,NA,2.198,NA,2022,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,47.3743,51.20448427,563.23,608.7712037,41.40512,45.112,18.5881,87.4,-1.5,56614,6.05657,3.019,33657,NA,5.69095,30.61615,4.07186,71.54974126,1.66037,8.42745,NA,NA,NA,NA,5.74871,2.1475,7.04915,6.82615,2020,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayannur,Inner Mongolia,38.0409,38.92686332,463.72,474.5184693,33.28614,33.339,18.2353,87.50104,5.176,51722,5.22595,4.01422,32634,23.04,5.56881,30.53865,4.255,76.40770649,1.60929,3.95915,NA,NA,NA,NA,NA,NA,NA,NA,2019,150800,150000,NA,NA,NA,NA,107.42,40.75,15000
Bayingolin,Xinjiang,17.8326,24.44065858,171.96,235.6900232,18.323,20.686,34.7909,102.75027,4,72029,1.75571,0.226,32358.25,NA,8.29103,23.831,6.05666,73.05075485,2.164,4.535,NA,NA,NA,NA,1.936,1.33813,2.617,2.4996,2018,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,30.3301,41.75064762,284.3,391.3541556,33.55398,35.9455,31.8217,110.62937,3.1,68544,NA,0.20167,33592,NA,8.81602,27.70441,5.76556,65.39867196,2.7057,11.55589,NA,NA,0.2,NA,NA,NA,NA,NA,2020,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,20.5604,26.41752981,216.12,277.6847624,23.63094,26.1015,33.0588,114.93419,4.8,80170,1.834,0.27662,33490,NA,8.69875,26.313,5.97254,68.65974996,2.03389,5.72906,NA,NA,NA,NA,NA,NA,NA,NA,2019,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,15.5165,25.67708608,NA,245.9658697,14.7640856,16.779,32.9321,95.15074,7,67126,3.902,0.37573,30853,NA,8.06606,24.493,5.9173,73.36047587,1.759,1.828,NA,NA,NA,NA,3.1432,2.64222,0.302,0.3,2017,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,13.7586,20.31155942,NA,193.0504742,12.45,13.821,35.2616,90.48867,6,64142,6.901,0.354,28804,NA,7.50847,21.2936,5.29428,70.51076984,1.89891,2.38191,NA,NA,NA,NA,4.81456,NA,2.01,0.4,2016,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,34.23,43.70614866,339.14,433.059536,44.46988,47.816,32.2431,129.887,6.4,NA,5.63,0.259,35958,NA,9.38826,29.11709,6.171,65.73103003,3.67506,11.19519,NA,NA,NA,NA,4.41,2.716,8.94,8.28,2021,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bayingolin,Xinjiang,35.84,43.19726275,398.41,489.874107,53.395,56.803,31.698,151.984,1.8,NA,4.866,0.353,36448,NA,9.097,28.699,NA,NA,4.254,11.751,NA,NA,NA,NA,3.825,NA,7.257,NA,2022,652800,650000,NA,NA,NA,NA,NA,NA,NA
Bazhong,Sichuan,61.9284,65.01948743,361.12,379.144167,46.712,47.877,15.2206,75.429,6,22716,13.36099,0.08802,33663,NA,4.76651,31.31618,2.62026,54.97229629,8.03444,7.92526,NA,NA,0.8813,0.6723,5.4239,0.3235,3.80229,1.99649,2019,511900,510000,4476.488,13360.99,Total,73.987,106.77,31.85,636600
Bazhong,Sichuan,61.9284,65.01948743,361.12,379.144167,46.712,47.877,15.2206,75.429,6,22716,13.36099,0.08802,33663,NA,4.76651,31.31618,2.62026,54.97229629,8.03444,7.92526,NA,NA,0.8813,0.6723,5.4239,0.3235,3.80229,1.99649,2019,511900,510000,4476.488,13360.99,Primary Industry,12.4,106.77,31.85,636600
Bazhong,Sichuan,61.9284,65.01948743,361.12,379.144167,46.712,47.877,15.2206,75.429,6,22716,13.36099,0.08802,33663,NA,4.76651,31.31618,2.62026,54.97229629,8.03444,7.92526,NA,NA,0.8813,0.6723,5.4239,0.3235,3.80229,1.99649,2019,511900,510000,4476.488,13360.99,Secondary Industry,24.212,106.77,31.85,636600
Bazhong,Sichuan,61.9284,65.01948743,361.12,379.144167,46.712,47.877,15.2206,75.429,6,22716,13.36099,0.08802,33663,NA,4.76651,31.31618,2.62026,54.97229629,8.03444,7.92526,NA,NA,0.8813,0.6723,5.4239,0.3235,3.80229,1.99649,2019,511900,510000,4476.488,13360.99,Tertiary Industry,38.817,106.77,31.85,636600
Bazhong,Sichuan,92.0243,124.769293,422.86,573.2792811,68.329,70.01,16.1436,74.251,3.3,27510,9.17795,0.08351,38989.11259,NA,5.08021,31.4688,2.48582,48.93144181,10.92727,11.32182,NA,NA,0.006135,-1.8361031,NA,NA,NA,NA,2021,511900,510000,NA,9178,NA,NA,106.77,31.85,636600
Bazhong,Sichuan,71.1728,71.17284177,82.36,82.42546253,38.765,39.1,16.5357,54.466,7.8,16405,11.89645,0.12151,25950,NA,4.42945,26.78727,2.36909,53.48496992,4.10779,4.91384,NA,NA,0.62565,-1.68208,16.391,0.52143,4.10779,-0.78021,2016,511900,510000,3553.231,11896,Total,54.991,106.77,31.85,636600
Bazhong,Sichuan,71.1728,71.17284177,82.36,82.42546253,38.765,39.1,16.5357,54.466,7.8,16405,11.89645,0.12151,25950,NA,4.42945,26.78727,2.36909,53.48496992,4.10779,4.91384,NA,NA,0.62565,-1.68208,16.391,0.52143,4.10779,-0.78021,2016,511900,510000,3553.231,11896,Primary Industry,8.937,106.77,31.85,636600
Bazhong,Sichuan,71.1728,71.17284177,82.36,82.42546253,38.765,39.1,16.5357,54.466,7.8,16405,11.89645,0.12151,25950,NA,4.42945,26.78727,2.36909,53.48496992,4.10779,4.91384,NA,NA,0.62565,-1.68208,16.391,0.52143,4.10779,-0.78021,2016,511900,510000,3553.231,11896,Secondary Industry,18.603,106.77,31.85,636600
Bazhong,Sichuan,71.1728,71.17284177,82.36,82.42546253,38.765,39.1,16.5357,54.466,7.8,16405,11.89645,0.12151,25950,NA,4.42945,26.78727,2.36909,53.48496992,4.10779,4.91384,NA,NA,0.62565,-1.68208,16.391,0.52143,4.10779,-0.78021,2016,511900,510000,3553.231,11896,Tertiary Industry,27.451,106.77,31.85,636600
Bazhong,Sichuan,69.5572,69.55722932,419.53,419.1035775,41.8345,42.082,16.1797,60.144,8.1,18148,13.69732,0.03988,28285.827,NA,4.5528,28.13892,2.45554,53.93472149,5.38908,5.31836,NA,NA,1.3385999,0.9108954,7.519,1.95085,1.4291,0.8581,2017,511900,510000,3500.936,13697.32,Total,60.723,106.77,31.85,636600
Bazhong,Sichuan,69.5572,69.55722932,419.53,419.1035775,41.8345,42.082,16.1797,60.144,8.1,18148,13.69732,0.03988,28285.827,NA,4.5528,28.13892,2.45554,53.93472149,5.38908,5.31836,NA,NA,1.3385999,0.9108954,7.519,1.95085,1.4291,0.8581,2017,511900,510000,3500.936,13697.32,Primary Industry,10.209,106.77,31.85,636600
Bazhong,Sichuan,69.5572,69.55722932,419.53,419.1035775,41.8345,42.082,16.1797,60.144,8.1,18148,13.69732,0.03988,28285.827,NA,4.5528,28.13892,2.45554,53.93472149,5.38908,5.31836,NA,NA,1.3385999,0.9108954,7.519,1.95085,1.4291,0.8581,2017,511900,510000,3500.936,13697.32,Secondary Industry,20.799,106.77,31.85,636600
Bazhong,Sichuan,69.5572,69.55722932,419.53,419.1035775,41.8345,42.082,16.1797,60.144,8.1,18148,13.69732,0.03988,28285.827,NA,4.5528,28.13892,2.45554,53.93472149,5.38908,5.31836,NA,NA,1.3385999,0.9108954,7.519,1.95085,1.4291,0.8581,2017,511900,510000,3500.936,13697.32,Tertiary Industry,29.715,106.77,31.85,636600
Bazhong,Sichuan,68.7341,72.56320238,351.57,371.1594567,44.394,44.791,14.4823,64.588,8,19458,15.699,0.07863,30816,NA,4.5458,31.38866,2.65456,58.39588191,7.99021,7.95723,NA,NA,1.1873436,0.3776936,5.03574,2.68159,7.99021,7.56607,2018,511900,510000,3947.329,15699.33,Total,70.466,106.77,31.85,636600
Bazhong,Sichuan,68.7341,72.56320238,351.57,371.1594567,44.394,44.791,14.4823,64.588,8,19458,15.699,0.07863,30816,NA,4.5458,31.38866,2.65456,58.39588191,7.99021,7.95723,NA,NA,1.1873436,0.3776936,5.03574,2.68159,7.99021,7.56607,2018,511900,510000,3947.329,15699.33,Primary Industry,10.832,106.77,31.85,636600
Bazhong,Sichuan,68.7341,72.56320238,351.57,371.1594567,44.394,44.791,14.4823,64.588,8,19458,15.699,0.07863,30816,NA,4.5458,31.38866,2.65456,58.39588191,7.99021,7.95723,NA,NA,1.1873436,0.3776936,5.03574,2.68159,7.99021,7.56607,2018,511900,510000,3947.329,15699.33,Secondary Industry,23.822,106.77,31.85,636600
Bazhong,Sichuan,68.7341,72.56320238,351.57,371.1594567,44.394,44.791,14.4823,64.588,8,19458,15.699,0.07863,30816,NA,4.5458,31.38866,2.65456,58.39588191,7.99021,7.95723,NA,NA,1.1873436,0.3776936,5.03574,2.68159,7.99021,7.56607,2018,511900,510000,3947.329,15699.33,Tertiary Industry,35.812,106.77,31.85,636600
Bazhong,Sichuan,95.21,130.9568102,416.29,572.5893614,72.837,75.23,15.9122,76.501,1.3,28641,9.366,0.135,40783,NA,5.18453,32.58203,2.019,38.94277784,12.04,13.851,NA,NA,NA,NA,NA,NA,NA,NA,2022,511900,510000,NA,NA,NA,NA,106.77,31.85,636600
Bazhong,Sichuan,68.8079,71.37658623,374.84,388.8319505,52.775,65.745,15.5932,76.699,2.5,27951,13.71961,0.03816,35821.24993,NA,4.84045,31.04203,2.35625,48.67832536,9.11217,13.15698,NA,NA,0.1723236,-0.0978977,4.75539,0.60095,6.20728,5.446,2020,511900,510000,4425.938,13719.61,Total,76.699,106.77,31.85,636600
Bazhong,Sichuan,68.8079,71.37658623,374.84,388.8319505,52.775,65.745,15.5932,76.699,2.5,27951,13.71961,0.03816,35821.24993,NA,4.84045,31.04203,2.35625,48.67832536,9.11217,13.15698,NA,NA,0.1723236,-0.0978977,4.75539,0.60095,6.20728,5.446,2020,511900,510000,4425.938,13719.61,Primary Industry,16.181,106.77,31.85,636600
Bazhong,Sichuan,68.8079,71.37658623,374.84,388.8319505,52.775,65.745,15.5932,76.699,2.5,27951,13.71961,0.03816,35821.24993,NA,4.84045,31.04203,2.35625,48.67832536,9.11217,13.15698,NA,NA,0.1723236,-0.0978977,4.75539,0.60095,6.20728,5.446,2020,511900,510000,4425.938,13719.61,Secondary Industry,21.494,106.77,31.85,636600
Bazhong,Sichuan,68.8079,71.37658623,374.84,388.8319505,52.775,65.745,15.5932,76.699,2.5,27951,13.71961,0.03816,35821.24993,NA,4.84045,31.04203,2.35625,48.67832536,9.11217,13.15698,NA,NA,0.1723236,-0.0978977,4.75539,0.60095,6.20728,5.446,2020,511900,510000,4425.938,13719.61,Tertiary Industry,39.024,106.77,31.85,636600
Beibei,Chongqing,19.9556,60.89546305,119.43,364.440907,12.7,12.71,40.61,63.64127,3.8,76718,23.732,2.901,44120,NA,2.839,6.991,2.344,82.5642832,0.002,5.983,NA,NA,NA,NA,NA,NA,NA,NA,2020,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,13.3685,16.60540399,204.75,254.3361877,6.8,6.97,51.25,50.866,10.5,63507,19.218,1.423,35575,NA,2.911,5.68,2.138,73.44555136,0.003,3.933,NA,NA,0.2,NA,NA,NA,NA,NA,2017,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,13.91,18.00255568,89.51,118.4077502,6.47,6.47,54.43,47.54054,10.9,60090,19.25826,1.4731,32758,NA,2.831,5.201,2.003,70.75238432,NA,2.819,NA,NA,NA,NA,NA,NA,NA,NA,2016,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,20.08,58.17086317,162.61,471.0614666,14.9,14.91,39.13,74.201,-0.9,88334.52,16.379,3.583,49170,NA,2.535,6.479,1.466,57.83037475,0.046,3.817,NA,NA,0.96,0.56,NA,NA,NA,NA,2022,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,19.36,61.69324853,148.65,473.613085,13.9,13.91,45.87,71.78672,8.9,85756,28.294,5.308,47738,NA,2.858,6.23,2.35,82.2253324,0.061,4.29,NA,NA,0.15,NA,NA,NA,NA,NA,2021,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,15.678,55.41534851,109.94,388.5965882,9.5,9.51,45.48,60.59446,6,74486,25.485,1.719,41879,NA,3.056,6.719,2.542,83.18062827,0.005,5.813,NA,NA,0.23,NA,NA,NA,NA,NA,2019,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beibei,Chongqing,13.7734,16.39774672,93.03,110.7476116,7.6,7.6,51.87,55.1788,6,68257,17.24104,NA,38563,NA,3.038,5.857,2.461,81.00724161,0.006,4.428,NA,NA,0.8,NA,NA,NA,NA,NA,2018,500109,500000,NA,NA,NA,NA,106.4,29.8,400700
Beichen,Tianjin,7.3922,23.60629774,61.49,197.2734788,7.822,7.8,81.11,105.814,10.8,NA,11.888,3.498,NA,NA,9.312,11.48,4.838,51.95446735,2.767,2.62,NA,NA,1.0221144,NA,NA,NA,NA,NA,2016,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,46.18,79.26488722,538.44,924.0315306,32.745,32.76,61.54,70.901,-1.67,NA,NA,NA,NA,NA,5.26,8.548,3.285,62.45247148,0.802,8.695,NA,NA,0.08,-2.6961643,NA,NA,NA,NA,2022,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,38.2806,74.74471631,279.26,545.2508657,23.8927,23.9,63.81,62.4146647,4.9,NA,NA,2.961,42346,NA,5.624,8.813,4.135,73.52418208,2.932,14.226,NA,NA,1.4976458,0.574287,NA,NA,NA,NA,2020,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,13.7277,34.01970698,166.67,412.7974006,12.971,12.991,71.34,94.487979,-0.4,NA,NA,NA,38158,NA,5.722,8.021,4.663,81.49248515,2.065,5.052,NA,NA,0.28,0.153,NA,NA,NA,NA,2018,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,41.02,74.65521607,379.43,690.5480885,29.635,29.647,70.87,72.2504254,6.5,NA,NA,3.902,45583,NA,5.946,8.39,4.162,69.99663639,1.861,7.382,NA,NA,0.63,-0.2214069,NA,NA,NA,NA,2021,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,26.8047,55.97135758,136.31,284.6196223,16.5787,16.59,73.97,61.85,3,NA,23.526,NA,40944,NA,5.921,8.004,4.605,77.77402466,6.242,14.794,NA,NA,0.5621894,0.3288561,NA,NA,NA,NA,2019,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beichen,Tianjin,10.8248,33.57783009,110.1,341.556281,10.379,10.391,75.17,95.882,0.1,NA,14.60453,NA,35843,NA,8.028,10.681,4.78,59.54160438,0.381,2.723,NA,NA,1.9894193,NA,NA,NA,NA,NA,2017,120113,120000,NA,NA,NA,NA,117.13,39.22,300400
Beihai,Guangxi,13.2937,16.34980182,91.95,113.0948859,16.34908529,19.711,40.8085,122.984,10.2,74378,16.8277,3.41447,31912,59.791,6.43361,15.76537,4.51233,70.13682831,2.2083,1.33632,NA,NA,0.4055925,NA,0.65102,0.39558,NA,NA,2017,450500,450000,5515.227,16827.7,Total,122.984,109.12,21.48,536000
Beihai,Guangxi,13.2937,16.34980182,91.95,113.0948859,16.34908529,19.711,40.8085,122.984,10.2,74378,16.8277,3.41447,31912,59.791,6.43361,15.76537,4.51233,70.13682831,2.2083,1.33632,NA,NA,0.4055925,NA,0.65102,0.39558,NA,NA,2017,450500,450000,5515.227,16827.7,Primary Industry,19.054,109.12,21.48,536000
Beihai,Guangxi,13.2937,16.34980182,91.95,113.0948859,16.34908529,19.711,40.8085,122.984,10.2,74378,16.8277,3.41447,31912,59.791,6.43361,15.76537,4.51233,70.13682831,2.2083,1.33632,NA,NA,0.4055925,NA,0.65102,0.39558,NA,NA,2017,450500,450000,5515.227,16827.7,Secondary Industry,66.866,109.12,21.48,536000
Beihai,Guangxi,13.2937,16.34980182,91.95,113.0948859,16.34908529,19.711,40.8085,122.984,10.2,74378,16.8277,3.41447,31912,59.791,6.43361,15.76537,4.51233,70.13682831,2.2083,1.33632,NA,NA,0.4055925,NA,0.65102,0.39558,NA,NA,2017,450500,450000,5515.227,16827.7,Tertiary Industry,37.064,109.12,21.48,536000
Beihai,Guangxi,17.2753,19.24955361,69.43,77.36355124,22.05895,24.607,37.3379,127.691,-1.3,69373,16.69338,3.888,37956,NA,7.9414,21.26902,4.56274,57.45510867,8.18846,7.90847,NA,NA,NA,NA,1.265,-0.037,0.04648,-0.02953,2020,450500,450000,6373.088,16693.38,Total,127.691,109.12,21.48,536000
Beihai,Guangxi,17.2753,19.24955361,69.43,77.36355124,22.05895,24.607,37.3379,127.691,-1.3,69373,16.69338,3.888,37956,NA,7.9414,21.26902,4.56274,57.45510867,8.18846,7.90847,NA,NA,NA,NA,1.265,-0.037,0.04648,-0.02953,2020,450500,450000,6373.088,16693.38,Primary Industry,20.66,109.12,21.48,536000
Beihai,Guangxi,17.2753,19.24955361,69.43,77.36355124,22.05895,24.607,37.3379,127.691,-1.3,69373,16.69338,3.888,37956,NA,7.9414,21.26902,4.56274,57.45510867,8.18846,7.90847,NA,NA,NA,NA,1.265,-0.037,0.04648,-0.02953,2020,450500,450000,6373.088,16693.38,Secondary Industry,48.566,109.12,21.48,536000
Beihai,Guangxi,17.2753,19.24955361,69.43,77.36355124,22.05895,24.607,37.3379,127.691,-1.3,69373,16.69338,3.888,37956,NA,7.9414,21.26902,4.56274,57.45510867,8.18846,7.90847,NA,NA,NA,NA,1.265,-0.037,0.04648,-0.02953,2020,450500,450000,6373.088,16693.38,Tertiary Industry,58.466,109.12,21.48,536000
Beihai,Guangxi,15.0788,17.68830343,71.97,84.42938224,18.2950768,21.734,40.8124,121.3301037,8.3,72581,20.22789,4.847,33954,NA,7.16381,17.55302,4.98861,69.63626897,5.59803,3.43658,NA,NA,NA,NA,2.50855,0.647,3.093,1.243,2018,450500,450000,6648.806,20228,Total,121.33,109.12,21.48,536000
Beihai,Guangxi,15.0788,17.68830343,71.97,84.42938224,18.2950768,21.734,40.8124,121.3301037,8.3,72581,20.22789,4.847,33954,NA,7.16381,17.55302,4.98861,69.63626897,5.59803,3.43658,NA,NA,NA,NA,2.50855,0.647,3.093,1.243,2018,450500,450000,6648.806,20228,Primary Industry,20.122,109.12,21.48,536000
Beihai,Guangxi,15.0788,17.68830343,71.97,84.42938224,18.2950768,21.734,40.8124,121.3301037,8.3,72581,20.22789,4.847,33954,NA,7.16381,17.55302,4.98861,69.63626897,5.59803,3.43658,NA,NA,NA,NA,2.50855,0.647,3.093,1.243,2018,450500,450000,6648.806,20228,Secondary Industry,58.319,109.12,21.48,536000
Beihai,Guangxi,15.0788,17.68830343,71.97,84.42938224,18.2950768,21.734,40.8124,121.3301037,8.3,72581,20.22789,4.847,33954,NA,7.16381,17.55302,4.98861,69.63626897,5.59803,3.43658,NA,NA,NA,NA,2.50855,0.647,3.093,1.243,2018,450500,450000,6648.806,20228,Tertiary Industry,42.889,109.12,21.48,536000
Beihai,Guangxi,18.18,18.698978,449.84,462.7911432,30.43,32.932,35.5487,167.421,3.5,NA,NA,5.116,41704,NA,6.76461,19.02915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,450500,450000,NA,NA,NA,NA,109.12,21.48,536000
Beihai,Guangxi,18.0043,21.67479771,272.83,328.452002,18.124,NA,33.3671,100.665,8.6,61580,17.63054,3.10157,29412,44.859,5.00696,15.00566,3.66766,73.25123428,1.636,1.912,NA,NA,0.2286261,NA,6.37374,5.63689,NA,NA,2016,450500,450000,4708.987,17630.54,Total,100.665,109.12,21.48,536000
Beihai,Guangxi,18.0043,21.67479771,272.83,328.452002,18.124,NA,33.3671,100.665,8.6,61580,17.63054,3.10157,29412,44.859,5.00696,15.00566,3.66766,73.25123428,1.636,1.912,NA,NA,0.2286261,NA,6.37374,5.63689,NA,NA,2016,450500,450000,4708.987,17630.54,Primary Industry,17.476,109.12,21.48,536000
Beihai,Guangxi,18.0043,21.67479771,272.83,328.452002,18.124,NA,33.3671,100.665,8.6,61580,17.63054,3.10157,29412,44.859,5.00696,15.00566,3.66766,73.25123428,1.636,1.912,NA,NA,0.2286261,NA,6.37374,5.63689,NA,NA,2016,450500,450000,4708.987,17630.54,Secondary Industry,51.614,109.12,21.48,536000
Beihai,Guangxi,18.0043,21.67479771,272.83,328.452002,18.124,NA,33.3671,100.665,8.6,61580,17.63054,3.10157,29412,44.859,5.00696,15.00566,3.66766,73.25123428,1.636,1.912,NA,NA,0.2286261,NA,6.37374,5.63689,NA,NA,2016,450500,450000,4708.987,17630.54,Tertiary Industry,31.575,109.12,21.48,536000
