Carbon Emissions,Statistical_Division_Code,Province.Code,Region,year,Province.x,Debt Ratio(%),Wide Range Debt Ratio(%),Debt Asset Ratio(%),Wide Range Debt Asset Ratio(%),"Balance of Municipal Bonds(CNY,B)","Limitation of Municipal Bonds(CNY,B)",Fiscal Self-sufficiency(%),"GDP(CNY,B)",Growth Rate of GDP(%),Per capita GDP(CNY),"Fixed Asset Investment(CNY,B)","Total Value of Imports and Exports(CNY,B)",Per Capita Disposable Income(CNY),"Industrial Increase Volume(CNY,B)","Budget Revenue(CNY,B)","Budget Expenditure(CNY,B)","Tax Revenue(CNY,B)",Share of Tax Revenue(%),"Revenue of Government-Managed Funds(CNY,B)","Expenditure of Government-Managed Funds(CNY,B)","Issuance（LGFV Bond）(CNY,B)","Net Financing（LGFV Bond）(CNY,B)","Issuance（Non-Standard Financing）(CNY,B)","Net Financing（Non-Standard Financing）(CNY,B)","Issuance(General Bond)(CNY,B)","Net Financing(General Bond)(CNY,B)","Issuance (Special Bond)(CNY,B)","Net Financing (Special Bond)(CNY,B)",Annual_Real_Estate_Investment,Annual_Avg_Property_Price,Province.y,Longitude,Latitude,Post Code
1.602671241,513300,510000,Ganzi,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,101.97,30.05,626000
1.602671241,513300,510000,Ganzi,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,99.98,31.62,626700
NA,513300,510000,Ganzi,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,101.97,30.05,626000
NA,513300,510000,Ganzi,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,99.98,31.62,626700
1.482424094,513300,510000,Ganzi,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,101.97,30.05,626000
1.482424094,513300,510000,Ganzi,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,99.98,31.62,626700
1.487066336,513300,510000,Ganzi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,101.97,30.05,626000
1.487066336,513300,510000,Ganzi,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sichuan,99.98,31.62,626700
NA,513400,510000,Liangshan,2016,Sichuan,12.1267,12.12665964,32.1229,32.12291072,17.02486,18.91275,26.3602,140.392,6,29549,3.167,0.04622,25963,47.592,12.10336,45.91525,7.10398,58.69427994,2.83051,3.13249,NA,NA,NA,NA,NA,NA,0.702,0,NA,NA,Sichuan,102.27,27.9,615000
NA,513400,510000,Liangshan,2017,Sichuan,12.2306,12.2305812,95.63,95.63424701,18.11239,21.46,28.0393,148.091,5.3,30669,5.132,0.04817,28170,36.737,13.45528,47.98725,8.14261,60.5160948,5.43616,5.59969,NA,NA,NA,NA,NA,NA,1.57284,0.61384,NA,NA,Sichuan,102.27,27.9,615000
NA,513400,510000,Liangshan,2018,Sichuan,19.1587,19.15869527,96.66,109.1345341,29.37392,26.01735,21.4465,153.319,4,31472,18.178,0.05852,30421,34.563,14.62025,68.17064,9.13254,62.46500573,12.23282,10.32924,NA,NA,NA,NA,NA,NA,1.1888,0.941,NA,NA,Sichuan,102.27,27.9,615000
NA,513400,510000,Liangshan,2019,Sichuan,20.5464,20.5464356,130.3,130.2954138,34.44199,37.80928,20.8466,167.63,5.6,34085,16.67859,0.052,33044,46.511,15.35931,73.67767,9.88729,64.37326937,11.00304,10.97692,NA,NA,NA,NA,NA,NA,1.85697,1.64697,NA,NA,Sichuan,102.27,27.9,615000
36.10860862,520100,520000,Guiyang,2016,Guizhou,63.4,110.0904262,406.71,706.1783803,200.211,214.443,69.7401,315.77001,11.7,67771,92.32583,3.927,29501.64851,78.082,36.63181,52.52621,28.37769,77.46734327,12.51821,16.62158,NA,NA,13.3795511,11.3635864,6.934,-0.109,43.129,-0.405,5379.332,92732,Guizhou,106.63,26.65,550000
36.55665804,520100,520000,Guiyang,2017,Guizhou,56.8805,127.5944985,309.89,695.1515969,201.241,214.804,64.869,353.79637,11.3,74493,102.40915,2.99155,32186.3,81.78,37.78473,58.24776,29.64789,78.46526891,27.04576,24.07798,NA,NA,6.691187,2.9591078,12.99751,0.50032,55.24863,4.33954,6518.613,102643.36,Guizhou,106.63,26.65,550000
33.31264713,520100,520000,Guiyang,2018,Guizhou,58.8705,118.3512403,286.57,576.1023311,219.2907432,227.7420551,65.8967,372.497,9.9,76931,98.52557,3.494,35115,NA,41.13402,62.42193,31.9844,77.75656257,34.41786,31.17325,NA,NA,2.1147205,1.0517505,14.29569,0.84131,51.67254,-4.35437,8819.269,98595.59,Guizhou,106.63,26.65,550000
29.88822577,520100,520000,Guiyang,2019,Guizhou,54.1847,135.6085527,233.34,583.9835504,218.88434,227.9061445,58.0479,403.96,7.4,81995,117.5374,4.151,38240.00014,NA,41.7261,71.88224,31.73773,76.06205708,51.48845,44.23172,NA,NA,0.2239,-9.9620856,2.19614,0.07657,6.42687,0,9827.219,117624.76,Guizhou,106.63,26.65,550000
29.69390838,520200,520000,Liupanshui,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
28.87600201,520200,520000,Liupanshui,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
25.089519460000002,520200,520000,Liupanshui,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
33.1665562,520200,520000,Liupanshui,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
43.80116354,520300,520000,Zunyi,2016,Guizhou,59.2245,92.03122909,495.6,770.1444676,142.37218,149.14,35.8104,240.394,12.4,38709,35.02114,0.53967,27097,106.291,18.74931,52.35719,14.50157,77.34455295,9.97298,10.9178,NA,NA,11.0245335,NA,37.19679,-2.54777,14.05631,-1.53698,3287.853,35021,Guizhou,106.92,27.73,563000
43.80116354,520300,520000,Zunyi,2016,Guizhou,59.2245,92.03122909,495.6,770.1444676,142.37218,149.14,35.8104,240.394,12.4,38709,35.02114,0.53967,27097,106.291,18.74931,52.35719,14.50157,77.34455295,9.97298,10.9178,NA,NA,11.0245335,NA,37.19679,-2.54777,14.05631,-1.53698,3287.853,35021,Guizhou,106.83,27.53,563100
42.19291959,520300,520000,Zunyi,2017,Guizhou,50.7222,93.99406005,351.01,650.4657312,139.41457,149.25592,33.992,274.859,12.1,44060,34.33871,1.15887,29617.02,110.287,21.63856,63.65781,16.80448,77.65988125,18.02413,15.86983,NA,NA,0.2002755,-0.4381493,20.10333,1.07605,6.15822,0.48553,3542.054,34338.71,Guizhou,106.92,27.73,563000
42.19291959,520300,520000,Zunyi,2017,Guizhou,50.7222,93.99406005,351.01,650.4657312,139.41457,149.25592,33.992,274.859,12.1,44060,34.33871,1.15887,29617.02,110.287,21.63856,63.65781,16.80448,77.65988125,18.02413,15.86983,NA,NA,0.2002755,-0.4381493,20.10333,1.07605,6.15822,0.48553,3542.054,34338.71,Guizhou,106.83,27.53,563100
NA,520300,520000,Zunyi,2018,Guizhou,45.5175,102.8286846,258.99,585.0878717,136.56316,141.17042,37.2164,300.0233909,10.4,47931,44.493,0.40979,32312,118.712,25.21363,67.74865,20.17092,80.00006346,26.90545,23.29608,NA,NA,1.034462922,-2.692837078,19.86806,-1.29409,5.80169,0.43088,NA,44493,Guizhou,106.92,27.73,563000
NA,520300,520000,Zunyi,2018,Guizhou,45.5175,102.8286846,258.99,585.0878717,136.56316,141.17042,37.2164,300.0233909,10.4,47931,44.493,0.40979,32312,118.712,25.21363,67.74865,20.17092,80.00006346,26.90545,23.29608,NA,NA,1.034462922,-2.692837078,19.86806,-1.29409,5.80169,0.43088,NA,44493,Guizhou,106.83,27.53,563100
NA,520300,520000,Zunyi,2019,Guizhou,41.8652,97.41762387,252.46,587.4595009,145.83,150.438,34.0544,348.332,9.7,55410.85049,54.49,0.52294,35351.9999,NA,25.44539,74.71984,20.8216,81.82857484,31.49167,25.14913,NA,NA,0.6852993,-2.9934544,NA,NA,NA,NA,NA,NA,Guizhou,106.92,27.73,563000
NA,520300,520000,Zunyi,2019,Guizhou,41.8652,97.41762387,252.46,587.4595009,145.83,150.438,34.0544,348.332,9.7,55410.85049,54.49,0.52294,35351.9999,NA,25.44539,74.71984,20.8216,81.82857484,31.49167,25.14913,NA,NA,0.6852993,-2.9934544,NA,NA,NA,NA,NA,NA,Guizhou,106.83,27.53,563100
NA,520400,520000,Anshun,2016,Guizhou,61.9612,96.99331184,371.56,581.4970612,43.45649,45.45247,31.5933,70.135,12.4,30216,8.02565,0.17262,24885,17.463,7.03231,22.25884,5.36512,76.29242738,4.65678,4.91099,NA,NA,5.346487433,4.839577433,9.92359,9.83744,2.35636,0.003,NA,8025.65,Guizhou,105.95,26.25,561000
16.52139577,520400,520000,Anshun,2017,Guizhou,48.7608,89.43322854,283.72,520.3716558,39.12858,45.56752,29.7957,80.246,12.3,34345,10.04811,0.21689,27224.19,21.468,7.62447,25.58917,5.49583,72.08146927,6.15298,6.52048,NA,NA,0.9113537,-0.7816463,4.30957,-0.31645,3.77371,0.11448,NA,10048.11,Guizhou,105.95,26.25,561000
NA,520400,520000,Anshun,2018,Guizhou,49.8776,93.43826136,260.12,487.291059,42.3660331,45.8765761,28.2942,84.94,10.3,36163.9,NA,0.25418,29674,NA,7.73187,27.32666,5.01431,64.85248717,8.52221,7.40928,NA,NA,0.6763,-0.2023703,5.33826,-0.34826,1.54666,0.09674,NA,NA,Guizhou,105.95,26.25,561000
14.3663638,520400,520000,Anshun,2019,Guizhou,50.7553,97.23026644,310.73,595.2589455,46.89487069,50.40707376,21.5132,92.394,8.1,39177,NA,0.16924,32344.66013,NA,6.46485,30.05059,4.10479,63.49397124,8.59395,4.94175,NA,NA,0.15,-1.1966,4.33233,1.45164,2.56155,0.3,NA,NA,Guizhou,105.95,26.25,561000
13.49904943,522200,520000,Tongren,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.49605774,522200,520000,Tongren,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13.97454103,522200,520000,Tongren,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14.30472865,522200,520000,Tongren,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,522300,520000,Qianxinan,2016,Guizhou,50.3808,52.994125,319.34,335.9031052,46.81086,47.96362,37.4581,92.914,13.3,32833.12108,9.093,0.03862,25419,30.248,11.38206,30.38609,8.05303,70.75195527,3.12519,3.68915,NA,NA,4.1538156,NA,6.28,-4.8717,NA,NA,NA,NA,Guizhou,NA,NA,NA
NA,522300,520000,Qianxinan,2017,Guizhou,41.2372,44.91034627,254.03,276.6588885,44.02488,47.98479,34.5226,106.76,12.5,37471,8.645,0.05835,27758,31.594,11.43809,33.13218,8.24093,72.04813041,5.80853,5.42941,NA,NA,6.7739947,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
NA,522300,520000,Qianxinan,2018,Guizhou,38.1278,53.94678527,217.77,308.1182474,44.372,44.87459,31.026,116.377,12,40608.19652,NA,0.03803,30407,NA,11.78918,37.99777,8.23603,69.86092332,8.58158,7.75466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
NA,522300,520000,Qianxinan,2019,Guizhou,38.7626,61.923133730000004,163.36,260.9638853,49.337,49.85307,28.556,127.28,9.8,44212.09858,NA,0.047,33309,NA,10.96903,38.41241,6.69323,61.01934264,19.22738,17.69263,NA,NA,0.2768,-2.4735763,NA,NA,NA,NA,NA,NA,Guizhou,NA,NA,NA
51.41597387,522400,520000,Bijie,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,522400,520000,Bijie,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,522400,520000,Bijie,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,522400,520000,Bijie,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,522600,520000,Qiandongnan,2016,Guizhou,46.8699,72.08327182,267.39,411.2351332,44.01314,49.437,29.3376,93.905,13.3,26857.62499,NA,0.02616,25282,21.461,11.06753,37.72468,6.90998,62.43470765,5.39029,5.77583,NA,NA,1.4645,1.0354,10.00147,-0.13697,5.4505,0.17396,NA,NA,Guizhou,NA,NA,NA
NA,522600,520000,Qiandongnan,2017,Guizhou,43.3886,70.45455613,331.89,538.930082,42.18155,49.62339,21.5548,97.218,5.2,27654,9.02038,0.05449,27659,NA,8.65554,40.15601,5.60924,64.80519991,4.04079,4.20947,NA,NA,0.4,-0.9798,3.03006,0.43134,3.18746,0.21236,NA,NA,Guizhou,NA,NA,NA
NA,522600,520000,Qiandongnan,2018,Guizhou,40.0031,60.6711636,392.76,595.6859693,41.468,43.112,16.4393,103.662,7.9,29358,8.72304,0.07651,30130,NA,6.63782,40.37773,4.52536,68.17539493,3.84297,3.30021,NA,NA,NA,NA,6.05927,-0.29061,1.35594,-0.19862,NA,NA,Guizhou,NA,NA,NA
16.45242738,522600,520000,Qiandongnan,2019,Guizhou,44.8907,63.83651383,488.31,694.3978994,50.414,52.248,12.4089,112.304,8.4,31678,NA,0.11792,32752,NA,6.07607,48.96529,4.22008,69.45410438,4.23149,2.78113,NA,NA,0.4091584,-0.6108416,7.58417,3.66794,4.05162,-0.04042,NA,NA,Guizhou,NA,NA,NA
NA,522700,520000,Qiannan,2016,Guizhou,73.3914,76.36557029,401.99,418.2801765,75.108,76.089,33.5341,102.339,12.5,31472,20.3532,0.24025,26063,NA,11.00448,32.81582,7.97444,72.46539591,7.67959,8.18935,NA,NA,0.72,NA,14.912,-0.209,NA,NA,NA,NA,Guizhou,107.52,26.27,558000
NA,522700,520000,Qiannan,2017,Guizhou,61.772,104.9671444,320.09,543.9104789,71.692,76.165,31.4694,116.059,12.1,35481,14.78637,0.30277,28565,NA,11.9006,37.81642,8.5839,72.12997664,10.49717,10.41016,NA,NA,0.70486974,-0.07260026,9.231,0.743,NA,NA,NA,NA,Guizhou,107.52,26.27,558000
14.25516656,522700,520000,Qiannan,2018,Guizhou,50.5998,86.35184662,286.42,488.4453419,70.7,73.773,28.7343,139.724,10.8,39965,20.38155,0.31855,31136,NA,11.92653,41.50622,7.95163,66.67178131,12.77516,12.34032,NA,NA,0.97386,0.85386,7.238,-0.5,NA,NA,NA,NA,Guizhou,107.52,26.27,558000
18.06553846,522700,520000,Qiannan,2019,Guizhou,58.0485,86.02686185,312.9,463.7173434,88.12,91.203,25.6211,151.804,7.9,46047.89711,30.63758,0.35779,33969,NA,11.06524,43.18805,7.07439,63.933452870000004,17.09679,0.23524,NA,NA,0.44,-0.16,11.227,3.131,NA,NA,NA,NA,Guizhou,107.52,26.27,558000
44.85285994,530100,530000,Kunming,2016,Yunnan,48.3503,146.8058616,286.62,870.2305705,207.91,218.394,76.99,430.0078,8.5,64162,153.04999,6.68132,36739,103.941,53.00026,68.84046,37.73774,71.20293372,19.4947,20.26489,NA,NA,20.04195846,19.16999606,25.484,1.56486,39.98,2.8,NA,153050,Yunnan,102.72,25.05,650000
47.20799745,530100,530000,Kunming,2017,Yunnan,42.8576,143.4679026,157.9939,528.8929158,208.18667,218.57,72.2855,485.76426,9.7,71906,168.33325,7.81784,39788,115.92,56.08643,77.59012,41.09462,73.27016535,38.50031,35.10059,NA,NA,33.34508757,30.33546757,16.922,2.35,25.4,2.2,NA,168333.25,Yunnan,102.72,25.05,650000
46.23174497,530100,530000,Kunming,2018,Yunnan,43.9398,142.185092,128.5082,415.8405939,228.79,224.67,78.7042,520.68979,8.4,76387,183.97925,13.179,42988,126.694,59.56335,75.68,47.70667,80.09400076,70.525,65.034,NA,NA,19.19103217,10.37455227,11.3635,0.17489,29.6975,NA,NA,183979.25,Yunnan,102.72,25.05,650000
85.63314113,530100,530000,Kunming,2019,Yunnan,31.8985,119.5252286,100.91,378.1083904,206.57089,239.494,76.7526,647.58792,6.5,93853,209.6251,13.187,46289,131.921,63.00303,82.0859,50.92532,80.82995373,95.57937,93.88117,NA,NA,22.25147037,18.22577077,3.913,-0.24079,14.951,10.22213,NA,209625.1,Yunnan,102.72,25.05,650000
NA,530300,530000,Qujing,2016,Yunnan,13.67,22.31969491,69.83,106.0667961,25.985,30.19,31.5652,176.841,9.2,29155,9.37549,0.63,29485,49.504,12.63071,40.01463,8.78066,69.51834062,0.88702,1.57994,NA,NA,0.35,NA,8.75,1.87,1.13,0,NA,9375,Yunnan,103.8,25.5,655000
NA,530300,530000,Qujing,2017,Yunnan,12.8379,20.67441378,63.04,101.3657926,24.92,30.94,30.7801,194.112,10,31806,10.90432,0.872,NA,NA,13.62166,44.2547,9.53456,69.99558057,1.02944,1.33922,NA,NA,0.7877254,NA,5.485,2.435,0.69,0,NA,10904.32,Yunnan,103.8,25.5,655000
NA,530300,530000,Qujing,2018,Yunnan,14.0234,20.98054392,49.6027,74.21128141,28.23408268,34.428,29.7331,201.336,8.5,32798,12.26314,1.153,34423,NA,14.18999,47.72448,11.07185,78.02577733,2.83593,3.28579,NA,NA,NA,NA,5.6925,4.48672,2.262,1.908,NA,12263.14,Yunnan,103.8,25.5,655000
NA,530300,530000,Qujing,2019,Yunnan,13.726,19.42811488,58.8128,83.2447601,36.20369,42.424,27.5256,263.759,9.6,42772,18.4449,1.201,37314,NA,14.90726,54.15779,10.9147,73.21734511,3.31216,5.35074,NA,NA,NA,NA,5.131,3.5438,4.22,3.2,NA,18444.9,Yunnan,103.8,25.5,655000
NA,530400,530000,Yuxi,2016,Yunnan,38.6224,43.14589178,196.1053,219.0731347,50.668,NA,56.1642,131.188,7.6,55389,9.86878,2.019,32177,NA,13.10605,23.33523,8.41873,64.23544851,2.3109,2.42221,NA,NA,NA,NA,12.874,0.924,6.07,0.4,NA,9868.78,Yunnan,102.55,24.35,653100
NA,530400,530000,Yuxi,2017,Yunnan,36.0303,45.15634089,184.1586,230.8035916,50.98796,56.49,52.3499,141.514,9.3,59510,8.08739,2.101,34880,NA,13.72211,26.21228,9.40331,68.52670617,3.07754,1.99107,NA,NA,0.1,NA,7.174,1.364,1.784,0,4111.588,8087.39,Yunnan,102.55,24.35,653100
NA,530400,530000,Yuxi,2018,Yunnan,34.3146,42.38127539,164.56,194.8984508,51.23308,59.16,51.2896,149.304,8.9,62641,12.93698,1.837,37650,NA,14.24888,27.78124,10.42676,73.17599699,4.9566,4.80294,NA,NA,NA,NA,4.8155,-0.08122,3.969,2.56997,NA,12940,Yunnan,102.55,24.35,653100
NA,530400,530000,Yuxi,2019,Yunnan,28.5735,37.07400435,164.4338,213.3523958,55.71,64.388,45.5084,194.971,6.8,81667,17.65407,3.0795,40700,NA,13.31987,29.26903,10.22335,76.75262596,8.09745,8.20374,NA,NA,NA,NA,2.02225,0.38946,7.18,4.76891,NA,17654.07,Yunnan,102.55,24.35,653100
NA,530500,530000,Baoshan,2016,Yunnan,39.5953,80.4067372,342.96,696.4817096,24.24778,26.58,27.0426,61.239,11.1,23654,6.17254,0.266,27801,12.47,5.75064,21.26514,3.82235,66.46825397,1.01625,1.16158,NA,NA,NA,NA,NA,NA,NA,NA,NA,6172.54,Yunnan,99.17,25.12,678000
NA,530500,530000,Baoshan,2017,Yunnan,36.8525,84.31626942,241.57,554.3024818,25.021,26.77,26.1795,67.895,11,26058,8.50007,0.32,30164,13.92,6.23151,23.80304,3.91659,62.85137952,3.06635,2.47425,NA,NA,NA,NA,NA,NA,NA,NA,NA,8500.07,Yunnan,99.17,25.12,678000
NA,530500,530000,Baoshan,2018,Yunnan,36.201,77.46666859,198.83,425.4690009,26.72140411,28.758,25.3167,73.814,9.5,28168,NA,0.418,32636,NA,6.61551,26.13104,3.89761,58.9162438,6.79661,5.43548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yunnan,99.17,25.12,678000
NA,530500,530000,Baoshan,2019,Yunnan,33.1483,62.49327444,227.95,429.7380521,31.84494,34.439,24.8095,96.068,9.8,36548,24.75907,0.70075,35351,NA,6.72152,27.09248,4.28096,63.69035575,7.03476,8.18362,NA,NA,NA,NA,NA,NA,NA,NA,NA,24759.07,Yunnan,99.17,25.12,678000
NA,530600,530000,Zhaotong,2016,Yunnan,29.6265,29.62653325,64.07,62.7511568,22.68,28.687,14.5833,76.553,8.6,14040,5.15321,0.006,23645,19.543,5.98005,41.00618,4.31427,72.14438006,0.75171,1.83518,NA,NA,NA,NA,8.447,2.83664,0.77,0.73657,NA,5153.21,Yunnan,103.72,27.33,657000
NA,530600,530000,Zhaotong,2017,Yunnan,29.8961,29.89608986,58.5016,58.50159565,24.887,30.12,16.216,83.245,9,15119,8.1015,0.005,25560,20.718,6.7527,41.64233,4.80187,71.11037067,1.98346,2.31663,NA,NA,NA,NA,6.887,3.967,0.248,0,NA,8101.5,Yunnan,103.72,27.33,657000
NA,530600,530000,Zhaotong,2018,Yunnan,34.0457,34.04568653,242.76,242.7643635,30.285,36.807,17.0011,88.954,8.5,15987,10.291,0.012,27632,NA,7.82079,46.00158,5.92783,75.79579557,4.48084,8.95741,NA,NA,NA,NA,3.481,1.00869,5.924,5.75057,NA,10291,Yunnan,103.72,27.33,657000
NA,530600,530000,Zhaotong,2019,Yunnan,41.3356,41.33562217,82.56,82.56184403,49.363,56.019,12.77,119.42,9.8,21255,16.3502,0.01577,29930,NA,8.181,64.064,6.42209,78.50006112,6.24402,11.7138,NA,NA,NA,NA,12.351,9.52921,8.647,6.999,NA,16350.2,Yunnan,103.72,27.33,657000
NA,530700,530000,Lijiang,2016,Yunnan,29.7553,40.55001363,63.66,86.75052131,9.20303,11.49,32.1485,30.929,7,24116,3.47516,0.069,28099,NA,4.8246,15.00724,2.00423,41.54188948,0.42738,0.59823,NA,NA,NA,NA,3.086,1.16651,0.15,0,NA,3475.16,Yunnan,100.23,26.88,674100
NA,530700,530000,Lijiang,2017,Yunnan,27.1095,28.24944032,59.2692,61.76152749,9.20312,12.09,24.9159,33.948,9.4,26368,4.09161,0.047,30403,NA,4.00638,16.07959,2.01342,50.25534273,0.6395,0.58384,NA,NA,NA,NA,2.88,1.55,0.013,0,NA,4091.61,Yunnan,100.23,26.88,674100
NA,530700,530000,Lijiang,2018,Yunnan,34.354,35.80510891,69.3973,72.32863774,12.05,12.05318285,25.6207,35.076,9.3,27128,3.29611,0.042,32903,NA,4.28645,16.73043,2.6376,61.53343676,1.07487,2.19965,NA,NA,NA,NA,2.016,0.865,1.535,1.4,NA,3296.11,Yunnan,100.23,26.88,674100
NA,530700,530000,Lijiang,2019,Yunnan,31.3686,32.43311253,78.37,81.02876328,14.82197,17.125,26.2524,47.251,9.9,36369,4.87117,0.049,35667,NA,4.54102,17.29756,2.88145,63.45380553,1.49439,3.30475,NA,NA,NA,NA,0.944,0.42,2.389,2.35,NA,4871.17,Yunnan,100.23,26.88,674100
NA,530800,530000,NA,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,530800,530000,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,530800,530000,NA,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,530800,530000,NA,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,530900,530000,Lincang,2016,Yunnan,26.5495,39.30778068,59.74,88.4389622,14.624,NA,17.9359,55.082,10.2,21906,7.46237,0.665,23072,9.196,3.82734,21.33903,1.89777,49.58456787,0.32253,0.63194,NA,NA,0.0840448,NA,1.432,NA,NA,NA,NA,7462,Yunnan,100.08,23.88,677000
NA,530900,530000,Lincang,2017,Yunnan,25.8245,35.92252508,66.0589,91.88963476,15.59954,17.669,16.4822,60.406,10,23942,2.80209,0.657,25056,8.739,4.00434,24.29495,1.91426,47.80463197,1.4006,0.70408,NA,NA,0.0227112,NA,3.39,1.55,0.128,0,NA,2802.09,Yunnan,100.08,23.88,677000
NA,530900,530000,Lincang,2018,Yunnan,24.9979,33.03299493,287.19,379.5029325,15.7492,19.83937,16.5228,63.002,9.3,24892,3.85054,0.74,27161,NA,4.41661,26.73037,2.37129,53.69027376,1.06503,1.50276,NA,NA,NA,NA,4.122,0.91685,1.133,1.07,NA,3850.54,Yunnan,100.08,23.88,677000
